nomeImagem;dataCriacao;identificadorImagem
NomeTeste;23/07/2010;381
NomeTeste;24/07/2010;384
NomeTeste;25/07/2010;387
NomeTeste;26/07/2010;388
NomeTeste;27/07/2010;390
NomeTeste;28/07/2010;391
NomeTeste;29/07/2010;392
NomeTeste;30/07/2010;393
NomeTeste;31/07/2010;394
NomeTeste;01/08/2010;397
NomeTeste;02/08/2010;402
NomeTeste;03/08/2010;405
NomeTeste;04/08/2010;406
NomeTeste;05/08/2010;407
NomeTeste;06/08/2010;410
NomeTeste;07/08/2010;416
NomeTeste;08/08/2010;418
NomeTeste;09/08/2010;421
NomeTeste;10/08/2010;422
NomeTeste;11/08/2010;423
NomeTeste;12/08/2010;428
NomeTeste;13/08/2010;429
NomeTeste;14/08/2010;430
NomeTeste;15/08/2010;431
NomeTeste;16/08/2010;432
NomeTeste;17/08/2010;435
NomeTeste;18/08/2010;436
NomeTeste;19/08/2010;441
NomeTeste;20/08/2010;442
NomeTeste;21/08/2010;443
NomeTeste;22/08/2010;444
NomeTeste;23/08/2010;445
NomeTeste;24/08/2010;447
NomeTeste;25/08/2010;449
NomeTeste;26/08/2010;453
NomeTeste;27/08/2010;457
NomeTeste;28/08/2010;459
NomeTeste;29/08/2010;460
NomeTeste;30/08/2010;461
NomeTeste;31/08/2010;462
NomeTeste;01/09/2010;466
NomeTeste;02/09/2010;468
NomeTeste;03/09/2010;470
NomeTeste;04/09/2010;471
NomeTeste;05/09/2010;472
NomeTeste;06/09/2010;474
NomeTeste;07/09/2010;475
NomeTeste;08/09/2010;476
NomeTeste;09/09/2010;477
NomeTeste;10/09/2010;479
NomeTeste;11/09/2010;481
NomeTeste;12/09/2010;482
NomeTeste;13/09/2010;483
NomeTeste;14/09/2010;484
NomeTeste;15/09/2010;485
NomeTeste;16/09/2010;486
NomeTeste;17/09/2010;491
NomeTeste;18/09/2010;493
NomeTeste;19/09/2010;495
NomeTeste;20/09/2010;496
NomeTeste;21/09/2010;497
NomeTeste;22/09/2010;499
NomeTeste;23/09/2010;500
NomeTeste;24/09/2010;502
NomeTeste;25/09/2010;503
NomeTeste;26/09/2010;505
NomeTeste;27/09/2010;506
NomeTeste;28/09/2010;508
NomeTeste;29/09/2010;509
NomeTeste;30/09/2010;510
NomeTeste;01/10/2010;512
NomeTeste;02/10/2010;516
NomeTeste;03/10/2010;522
NomeTeste;04/10/2010;524
NomeTeste;05/10/2010;525
NomeTeste;06/10/2010;527
NomeTeste;07/10/2010;529
NomeTeste;08/10/2010;530
NomeTeste;09/10/2010;531
NomeTeste;10/10/2010;535
NomeTeste;11/10/2010;536
NomeTeste;12/10/2010;537
NomeTeste;13/10/2010;538
NomeTeste;14/10/2010;539
NomeTeste;15/10/2010;540
NomeTeste;16/10/2010;541
NomeTeste;17/10/2010;542
NomeTeste;18/10/2010;543
NomeTeste;19/10/2010;545
NomeTeste;20/10/2010;553
NomeTeste;21/10/2010;560
NomeTeste;22/10/2010;562
NomeTeste;23/10/2010;564
NomeTeste;24/10/2010;565
NomeTeste;25/10/2010;566
NomeTeste;26/10/2010;567
NomeTeste;27/10/2010;568
NomeTeste;28/10/2010;569
NomeTeste;29/10/2010;572
NomeTeste;30/10/2010;574
NomeTeste;31/10/2010;577
NomeTeste;01/11/2010;580
NomeTeste;02/11/2010;581
NomeTeste;03/11/2010;584
NomeTeste;04/11/2010;586
NomeTeste;05/11/2010;590
NomeTeste;06/11/2010;592
NomeTeste;07/11/2010;593
NomeTeste;08/11/2010;600
NomeTeste;09/11/2010;603
NomeTeste;10/11/2010;604
NomeTeste;11/11/2010;608
NomeTeste;12/11/2010;610
NomeTeste;13/11/2010;611
NomeTeste;14/11/2010;613
NomeTeste;15/11/2010;614
NomeTeste;16/11/2010;615
NomeTeste;17/11/2010;616
NomeTeste;18/11/2010;617
NomeTeste;19/11/2010;619
NomeTeste;20/11/2010;633
NomeTeste;21/11/2010;635
NomeTeste;22/11/2010;636
NomeTeste;23/11/2010;637
NomeTeste;24/11/2010;638
NomeTeste;25/11/2010;639
NomeTeste;26/11/2010;648
NomeTeste;27/11/2010;649
NomeTeste;28/11/2010;652
NomeTeste;29/11/2010;655
NomeTeste;30/11/2010;656
NomeTeste;01/12/2010;657
NomeTeste;02/12/2010;658
NomeTeste;03/12/2010;662
NomeTeste;04/12/2010;663
NomeTeste;05/12/2010;664
NomeTeste;06/12/2010;666
NomeTeste;07/12/2010;667
NomeTeste;08/12/2010;669
NomeTeste;09/12/2010;671
NomeTeste;10/12/2010;675
NomeTeste;11/12/2010;676
NomeTeste;12/12/2010;677
NomeTeste;13/12/2010;689
NomeTeste;14/12/2010;690
NomeTeste;15/12/2010;692
NomeTeste;16/12/2010;693
NomeTeste;17/12/2010;694
NomeTeste;18/12/2010;696
NomeTeste;19/12/2010;697
NomeTeste;20/12/2010;698
NomeTeste;21/12/2010;699
NomeTeste;22/12/2010;700
NomeTeste;23/12/2010;702
NomeTeste;24/12/2010;706
NomeTeste;25/12/2010;707
NomeTeste;26/12/2010;712
NomeTeste;27/12/2010;713
NomeTeste;28/12/2010;714
NomeTeste;29/12/2010;716
NomeTeste;30/12/2010;724
NomeTeste;31/12/2010;735
NomeTeste;01/01/2011;738
NomeTeste;02/01/2011;741
NomeTeste;03/01/2011;743
NomeTeste;04/01/2011;744
NomeTeste;05/01/2011;745
NomeTeste;06/01/2011;747
NomeTeste;07/01/2011;748
NomeTeste;08/01/2011;749
NomeTeste;09/01/2011;750
NomeTeste;10/01/2011;755
NomeTeste;11/01/2011;756
NomeTeste;12/01/2011;757
NomeTeste;13/01/2011;764
NomeTeste;14/01/2011;767
NomeTeste;15/01/2011;772
NomeTeste;16/01/2011;775
NomeTeste;17/01/2011;777
NomeTeste;18/01/2011;778
NomeTeste;19/01/2011;780
NomeTeste;20/01/2011;781
NomeTeste;21/01/2011;782
NomeTeste;22/01/2011;784
NomeTeste;23/01/2011;787
NomeTeste;24/01/2011;788
NomeTeste;25/01/2011;791
NomeTeste;26/01/2011;792
NomeTeste;27/01/2011;793
NomeTeste;28/01/2011;794
NomeTeste;29/01/2011;798
NomeTeste;30/01/2011;799
NomeTeste;31/01/2011;802
NomeTeste;01/02/2011;803
NomeTeste;02/02/2011;809
NomeTeste;03/02/2011;811
NomeTeste;04/02/2011;812
NomeTeste;05/02/2011;813
NomeTeste;06/02/2011;814
NomeTeste;07/02/2011;815
NomeTeste;08/02/2011;816
NomeTeste;09/02/2011;817
NomeTeste;10/02/2011;818
NomeTeste;11/02/2011;821
NomeTeste;12/02/2011;823
NomeTeste;13/02/2011;824
NomeTeste;14/02/2011;825
NomeTeste;15/02/2011;827
NomeTeste;16/02/2011;830
NomeTeste;17/02/2011;834
NomeTeste;18/02/2011;835
NomeTeste;19/02/2011;836
NomeTeste;20/02/2011;840
NomeTeste;21/02/2011;841
NomeTeste;22/02/2011;842
NomeTeste;23/02/2011;843
NomeTeste;24/02/2011;845
NomeTeste;25/02/2011;846
NomeTeste;26/02/2011;848
NomeTeste;27/02/2011;849
NomeTeste;28/02/2011;851
NomeTeste;01/03/2011;853
NomeTeste;02/03/2011;854
NomeTeste;03/03/2011;857
NomeTeste;04/03/2011;858
NomeTeste;05/03/2011;859
NomeTeste;06/03/2011;861
NomeTeste;07/03/2011;863
NomeTeste;08/03/2011;864
NomeTeste;09/03/2011;865
NomeTeste;10/03/2011;866
NomeTeste;11/03/2011;868
NomeTeste;12/03/2011;869
NomeTeste;13/03/2011;871
NomeTeste;14/03/2011;873
NomeTeste;15/03/2011;874
NomeTeste;16/03/2011;876
NomeTeste;17/03/2011;879
NomeTeste;18/03/2011;880
NomeTeste;19/03/2011;884
NomeTeste;20/03/2011;885
NomeTeste;21/03/2011;886
NomeTeste;22/03/2011;887
NomeTeste;23/03/2011;889
NomeTeste;24/03/2011;890
NomeTeste;25/03/2011;892
NomeTeste;26/03/2011;893
NomeTeste;27/03/2011;894
NomeTeste;28/03/2011;896
NomeTeste;29/03/2011;897
NomeTeste;30/03/2011;899
NomeTeste;31/03/2011;900
NomeTeste;01/04/2011;904
NomeTeste;02/04/2011;905
NomeTeste;03/04/2011;909
NomeTeste;04/04/2011;910
NomeTeste;05/04/2011;912
NomeTeste;06/04/2011;918
NomeTeste;07/04/2011;921
NomeTeste;08/04/2011;923
NomeTeste;09/04/2011;927
NomeTeste;10/04/2011;928
NomeTeste;11/04/2011;932
NomeTeste;12/04/2011;933
NomeTeste;13/04/2011;936
NomeTeste;14/04/2011;937
NomeTeste;15/04/2011;941
NomeTeste;16/04/2011;942
NomeTeste;17/04/2011;943
NomeTeste;18/04/2011;944
NomeTeste;19/04/2011;946
NomeTeste;20/04/2011;947
NomeTeste;21/04/2011;948
NomeTeste;22/04/2011;949
NomeTeste;23/04/2011;951
NomeTeste;24/04/2011;954
NomeTeste;25/04/2011;955
NomeTeste;26/04/2011;956
NomeTeste;27/04/2011;957
NomeTeste;28/04/2011;958
NomeTeste;29/04/2011;959
NomeTeste;30/04/2011;960
NomeTeste;01/05/2011;962
NomeTeste;02/05/2011;963
NomeTeste;03/05/2011;965
NomeTeste;04/05/2011;968
NomeTeste;05/05/2011;969
NomeTeste;06/05/2011;971
NomeTeste;07/05/2011;977
NomeTeste;08/05/2011;978
NomeTeste;09/05/2011;980
NomeTeste;10/05/2011;981
NomeTeste;11/05/2011;983
NomeTeste;12/05/2011;986
NomeTeste;13/05/2011;987
NomeTeste;14/05/2011;988
NomeTeste;15/05/2011;989
NomeTeste;16/05/2011;990
NomeTeste;17/05/2011;994
NomeTeste;18/05/2011;995
NomeTeste;19/05/2011;996
NomeTeste;20/05/2011;997
NomeTeste;21/05/2011;998
NomeTeste;22/05/2011;1003
NomeTeste;23/05/2011;1005
NomeTeste;24/05/2011;1006
NomeTeste;25/05/2011;1007
NomeTeste;26/05/2011;1009
NomeTeste;27/05/2011;1011
NomeTeste;28/05/2011;1013
NomeTeste;29/05/2011;1021
NomeTeste;30/05/2011;1022
NomeTeste;31/05/2011;1025
NomeTeste;01/06/2011;1031
NomeTeste;02/06/2011;1032
NomeTeste;03/06/2011;1033
NomeTeste;04/06/2011;1036
NomeTeste;05/06/2011;1038
NomeTeste;06/06/2011;1043
NomeTeste;07/06/2011;1045
NomeTeste;08/06/2011;1047
NomeTeste;09/06/2011;1048
NomeTeste;10/06/2011;1049
NomeTeste;11/06/2011;1050
NomeTeste;12/06/2011;1051
NomeTeste;13/06/2011;1053
NomeTeste;14/06/2011;1054
NomeTeste;15/06/2011;1055
NomeTeste;16/06/2011;1058
NomeTeste;17/06/2011;1060
NomeTeste;18/06/2011;1061
NomeTeste;19/06/2011;1062
NomeTeste;20/06/2011;1065
NomeTeste;21/06/2011;1068
NomeTeste;22/06/2011;1069
NomeTeste;23/06/2011;1070
NomeTeste;24/06/2011;1074
NomeTeste;25/06/2011;1075
NomeTeste;26/06/2011;1076
NomeTeste;27/06/2011;1077
NomeTeste;28/06/2011;1080
NomeTeste;29/06/2011;1083
NomeTeste;30/06/2011;1086
NomeTeste;01/07/2011;1087
NomeTeste;02/07/2011;1088
NomeTeste;03/07/2011;1089
NomeTeste;04/07/2011;1091
NomeTeste;05/07/2011;1095
NomeTeste;06/07/2011;1096
NomeTeste;07/07/2011;1097
NomeTeste;08/07/2011;1098
NomeTeste;09/07/2011;1104
NomeTeste;10/07/2011;1107
NomeTeste;11/07/2011;1108
NomeTeste;12/07/2011;1111
NomeTeste;13/07/2011;1114
NomeTeste;14/07/2011;1115
NomeTeste;15/07/2011;1118
NomeTeste;16/07/2011;1119
NomeTeste;17/07/2011;1120
NomeTeste;18/07/2011;1121
NomeTeste;19/07/2011;1127
NomeTeste;20/07/2011;1128
NomeTeste;21/07/2011;1129
NomeTeste;22/07/2011;1130
NomeTeste;23/07/2011;1131
NomeTeste;24/07/2011;1135
NomeTeste;25/07/2011;1136
NomeTeste;26/07/2011;1137
NomeTeste;27/07/2011;1138
NomeTeste;28/07/2011;1143
NomeTeste;29/07/2011;1144
NomeTeste;30/07/2011;1147
NomeTeste;31/07/2011;1148
NomeTeste;01/08/2011;1149
NomeTeste;02/08/2011;1151
NomeTeste;03/08/2011;1153
NomeTeste;04/08/2011;1157
NomeTeste;05/08/2011;1158
NomeTeste;06/08/2011;1159
NomeTeste;07/08/2011;1160
NomeTeste;08/08/2011;1163
NomeTeste;09/08/2011;1165
NomeTeste;10/08/2011;1166
NomeTeste;11/08/2011;1169
NomeTeste;12/08/2011;1173
NomeTeste;13/08/2011;1175
NomeTeste;14/08/2011;1176
NomeTeste;15/08/2011;1180
NomeTeste;16/08/2011;1181
NomeTeste;17/08/2011;1182
NomeTeste;18/08/2011;1183
NomeTeste;19/08/2011;1184
NomeTeste;20/08/2011;1185
NomeTeste;21/08/2011;1186
NomeTeste;22/08/2011;1188
NomeTeste;23/08/2011;1190
NomeTeste;24/08/2011;1191
NomeTeste;25/08/2011;1192
NomeTeste;26/08/2011;1193
NomeTeste;27/08/2011;1194
NomeTeste;28/08/2011;1195
NomeTeste;29/08/2011;1196
NomeTeste;30/08/2011;1199
NomeTeste;31/08/2011;1202
NomeTeste;01/09/2011;1204
NomeTeste;02/09/2011;1205
NomeTeste;03/09/2011;1207
NomeTeste;04/09/2011;1208
NomeTeste;05/09/2011;1211
NomeTeste;06/09/2011;1214
NomeTeste;07/09/2011;1219
NomeTeste;08/09/2011;1220
NomeTeste;09/09/2011;1221
NomeTeste;10/09/2011;1224
NomeTeste;11/09/2011;1225
NomeTeste;12/09/2011;1226
NomeTeste;13/09/2011;1227
NomeTeste;14/09/2011;1228
NomeTeste;15/09/2011;1230
NomeTeste;16/09/2011;1233
NomeTeste;17/09/2011;1234
NomeTeste;18/09/2011;1240
NomeTeste;19/09/2011;1241
NomeTeste;20/09/2011;1243
NomeTeste;21/09/2011;1248
NomeTeste;22/09/2011;1249
NomeTeste;23/09/2011;1250
NomeTeste;24/09/2011;1251
NomeTeste;25/09/2011;1253
NomeTeste;26/09/2011;1256
NomeTeste;27/09/2011;1257
NomeTeste;28/09/2011;1258
NomeTeste;29/09/2011;1259
NomeTeste;30/09/2011;1260
NomeTeste;01/10/2011;1262
NomeTeste;02/10/2011;1264
NomeTeste;03/10/2011;1265
NomeTeste;04/10/2011;1266
NomeTeste;05/10/2011;1267
NomeTeste;06/10/2011;1270
NomeTeste;07/10/2011;1272
NomeTeste;08/10/2011;1273
NomeTeste;09/10/2011;1274
NomeTeste;10/10/2011;1275
NomeTeste;11/10/2011;1276
NomeTeste;12/10/2011;1277
NomeTeste;13/10/2011;1278
NomeTeste;14/10/2011;1279
NomeTeste;15/10/2011;1281
NomeTeste;16/10/2011;1283
NomeTeste;17/10/2011;1286
NomeTeste;18/10/2011;1287
NomeTeste;19/10/2011;1289
NomeTeste;20/10/2011;1291
NomeTeste;21/10/2011;1292
NomeTeste;22/10/2011;1300
NomeTeste;23/10/2011;1301
NomeTeste;24/10/2011;1302
NomeTeste;25/10/2011;1303
NomeTeste;26/10/2011;1304
NomeTeste;27/10/2011;1305
NomeTeste;28/10/2011;1307
NomeTeste;29/10/2011;1308
NomeTeste;30/10/2011;1310
NomeTeste;31/10/2011;1311
NomeTeste;01/11/2011;1312
NomeTeste;02/11/2011;1313
NomeTeste;03/11/2011;1315
NomeTeste;04/11/2011;1321
NomeTeste;05/11/2011;1326
NomeTeste;06/11/2011;1327
NomeTeste;07/11/2011;1328
NomeTeste;08/11/2011;1330
NomeTeste;09/11/2011;1331
NomeTeste;10/11/2011;1332
NomeTeste;11/11/2011;1333
NomeTeste;12/11/2011;1334
NomeTeste;13/11/2011;1337
NomeTeste;14/11/2011;1339
NomeTeste;15/11/2011;1341
NomeTeste;16/11/2011;1342
NomeTeste;17/11/2011;1344
NomeTeste;18/11/2011;1345
NomeTeste;19/11/2011;1346
NomeTeste;20/11/2011;1350
NomeTeste;21/11/2011;1351
NomeTeste;22/11/2011;1355
NomeTeste;23/11/2011;1360
NomeTeste;24/11/2011;1361
NomeTeste;25/11/2011;1362
NomeTeste;26/11/2011;1363
NomeTeste;27/11/2011;1368
NomeTeste;28/11/2011;1369
NomeTeste;29/11/2011;1371
NomeTeste;30/11/2011;1372
NomeTeste;01/12/2011;1374
NomeTeste;02/12/2011;1376
NomeTeste;03/12/2011;1382
NomeTeste;04/12/2011;1384
NomeTeste;05/12/2011;1385
NomeTeste;06/12/2011;1387
NomeTeste;07/12/2011;1393
NomeTeste;08/12/2011;1396
NomeTeste;09/12/2011;1397
NomeTeste;10/12/2011;1398
NomeTeste;11/12/2011;1399
NomeTeste;12/12/2011;1401
NomeTeste;13/12/2011;1402
NomeTeste;14/12/2011;1403
NomeTeste;15/12/2011;1406
NomeTeste;16/12/2011;1409
NomeTeste;17/12/2011;1411
NomeTeste;18/12/2011;1412
NomeTeste;19/12/2011;1415
NomeTeste;20/12/2011;1416
NomeTeste;21/12/2011;1419
NomeTeste;22/12/2011;1422
NomeTeste;23/12/2011;1424
NomeTeste;24/12/2011;1426
NomeTeste;25/12/2011;1429
NomeTeste;26/12/2011;1431
NomeTeste;27/12/2011;1433
NomeTeste;28/12/2011;1435
NomeTeste;29/12/2011;1438
NomeTeste;30/12/2011;1440
NomeTeste;31/12/2011;1443
NomeTeste;01/01/2012;1446
NomeTeste;02/01/2012;1448
NomeTeste;03/01/2012;1451
NomeTeste;04/01/2012;1452
NomeTeste;05/01/2012;1454
NomeTeste;06/01/2012;1457
NomeTeste;07/01/2012;1459
NomeTeste;08/01/2012;1460
NomeTeste;09/01/2012;1462
NomeTeste;10/01/2012;1463
NomeTeste;11/01/2012;1464
NomeTeste;12/01/2012;1465
NomeTeste;13/01/2012;1466
NomeTeste;14/01/2012;1469
NomeTeste;15/01/2012;1470
NomeTeste;16/01/2012;1477
NomeTeste;17/01/2012;1479
NomeTeste;18/01/2012;1481
NomeTeste;19/01/2012;1482
NomeTeste;20/01/2012;1485
NomeTeste;21/01/2012;1486
NomeTeste;22/01/2012;1488
NomeTeste;23/01/2012;1489
NomeTeste;24/01/2012;1490
NomeTeste;25/01/2012;1493
NomeTeste;26/01/2012;1494
NomeTeste;27/01/2012;1495
NomeTeste;28/01/2012;1496
NomeTeste;29/01/2012;1497
NomeTeste;30/01/2012;1498
NomeTeste;31/01/2012;1501
NomeTeste;01/02/2012;1503
NomeTeste;02/02/2012;1506
NomeTeste;03/02/2012;1507
NomeTeste;04/02/2012;1508
NomeTeste;05/02/2012;1509
NomeTeste;06/02/2012;1510
NomeTeste;07/02/2012;1511
NomeTeste;08/02/2012;1512
NomeTeste;09/02/2012;1515
NomeTeste;10/02/2012;1519
NomeTeste;11/02/2012;1522
NomeTeste;12/02/2012;1525
NomeTeste;13/02/2012;1529
NomeTeste;14/02/2012;1532
NomeTeste;15/02/2012;1535
NomeTeste;16/02/2012;1537
NomeTeste;17/02/2012;1538
NomeTeste;18/02/2012;1540
NomeTeste;19/02/2012;1541
NomeTeste;20/02/2012;1544
NomeTeste;21/02/2012;1551
NomeTeste;22/02/2012;1552
NomeTeste;23/02/2012;1553
NomeTeste;24/02/2012;1555
NomeTeste;25/02/2012;1556
NomeTeste;26/02/2012;1558
NomeTeste;27/02/2012;1564
NomeTeste;28/02/2012;1567
NomeTeste;29/02/2012;1573
NomeTeste;01/03/2012;1575
NomeTeste;02/03/2012;1577
NomeTeste;03/03/2012;1581
NomeTeste;04/03/2012;1582
NomeTeste;05/03/2012;1584
NomeTeste;06/03/2012;1586
NomeTeste;07/03/2012;1587
NomeTeste;08/03/2012;1589
NomeTeste;09/03/2012;1590
NomeTeste;10/03/2012;1591
NomeTeste;11/03/2012;1599
NomeTeste;12/03/2012;1600
NomeTeste;13/03/2012;1601
NomeTeste;14/03/2012;1602
NomeTeste;15/03/2012;1604
NomeTeste;16/03/2012;1605
NomeTeste;17/03/2012;1609
NomeTeste;18/03/2012;1615
NomeTeste;19/03/2012;1616
NomeTeste;20/03/2012;1617
NomeTeste;21/03/2012;1618
NomeTeste;22/03/2012;1621
NomeTeste;23/03/2012;1623
NomeTeste;24/03/2012;1625
NomeTeste;25/03/2012;1627
NomeTeste;26/03/2012;1628
NomeTeste;27/03/2012;1629
NomeTeste;28/03/2012;1630
NomeTeste;29/03/2012;1631
NomeTeste;30/03/2012;1632
NomeTeste;31/03/2012;1637
NomeTeste;01/04/2012;1639
NomeTeste;02/04/2012;1642
NomeTeste;03/04/2012;1647
NomeTeste;04/04/2012;1649
NomeTeste;05/04/2012;1650
NomeTeste;06/04/2012;1651
NomeTeste;07/04/2012;1655
NomeTeste;08/04/2012;1656
NomeTeste;09/04/2012;1657
NomeTeste;10/04/2012;1658
NomeTeste;11/04/2012;1664
NomeTeste;12/04/2012;1665
NomeTeste;13/04/2012;1673
NomeTeste;14/04/2012;1675
NomeTeste;15/04/2012;1683
NomeTeste;16/04/2012;1684
NomeTeste;17/04/2012;1686
NomeTeste;18/04/2012;1687
NomeTeste;19/04/2012;1691
NomeTeste;20/04/2012;1699
NomeTeste;21/04/2012;1702
NomeTeste;22/04/2012;1706
NomeTeste;23/04/2012;1708
NomeTeste;24/04/2012;1711
NomeTeste;25/04/2012;1714
NomeTeste;26/04/2012;1717
NomeTeste;27/04/2012;1718
NomeTeste;28/04/2012;1719
NomeTeste;29/04/2012;1720
